Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,text_len,text_norm,text_no_stop
Books,[ ORIGINAL ] Atlas Anatomi Manusia Edisi 7 - Frank H Netter,Jakarta Barat,352000,4.9,262,126,3,"Isi buku bagus, saya beli sekalian minta disampul. Tetapi halaman-halaman banyak yang menyatu, harus kita potong dengan cutter atau pisau secara manual. Sebenarnya saya tidak masalah tetapi saran saya sebaiknya seller memeriksa kembali barang sebelum dikirimkan dan memberitahu apabila ada kecacatan. Kemudian bila ada konsumen yang chat setelah barang sampai jangan cuman diread saja. Semoga bisa jadi bahan intropeksi dan membuat tokonya lebih maju",Positive,Happy,64,"isi buku bagus, saya beli sekalian minta disampul. tetapi halaman-halaman banyak yang menyatu, harus kita potong dengan cutter atau pisau secara manual. sebenarnya saya tidak masalah tetapi saran saya sebaiknya seller memeriksa kembali barang sebelum dikirimkan dan memberitahu apabila ada kecacatan. kemudian bila ada konsumen yang chat setelah barang sampai jangan cuman diread saja. semoga bisa jadi bahan intropeksi dan membuat tokonya lebih maju","isi buku bagus, saya beli sekalian minta disampul. tetapi halaman-halaman banyak menyatu, harus kita potong cutter pisau secara manual. sebenarnya saya tidak masalah tetapi saran saya sebaiknya seller memeriksa kembali barang sebelum dikirimkan memberitahu apabila kecacatan. kemudian bila konsumen chat setelah barang sampai jangan cuman diread saja. semoga bisa bahan intropeksi membuat tokonya maju"
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,Jakarta Barat,7800,4.9,2221,614,1,mengecewakan!!!,Negative,Anger,1,mengecewakan!!!,mengecewakan!!!
Muslim Fashion,Bella Square Hijab Segiempat Part 5,Kota Bandung,13500,4.8,24500,2561,4,"bagus, admin garcep warna kosong langsung konfirmasiBahannya adem. Jahitan rapi. Warnanya cantik ??.",Positive,Happy,13,"bagus, admin garcep warna kosong langsung konfirmasibahannya adem. jahitan rapi. warnanya cantik ??.","bagus, admin garcep warna kosong langsung konfirmasibahannya adem. jahitan rapi. warnanya cantik ??."
Toys and Hobbies,UNO Card,Kota Tangerang,9600,4.7,2610,547,1,"Yg bikin kecewa pesen 6 items yg nyampe cuma satu. Masih saya tunggu kekurangan barangnya UNO STACKO KAYU, uno card 2pcs dan werewolf 2pcs. Kalau tidak tolong refund aja uangnya.",Negative,Sadness,30,"yg bikin kecewa pesen 6 items yg nyampe cuma satu. masih saya tunggu kekurangan barangnya uno stacko kayu, uno card 2pcs dan werewolf 2pcs. kalau tidak tolong refund aja uangnya.","yg bikin kecewa pesen 6 items yg nyampe cuma satu. masih saya tunggu kekurangan barangnya uno stacko kayu, uno card 2pcs werewolf 2pcs. kalau tidak tolong refund uangnya."
Toys and Hobbies,"DOMINO BATU WARNA SPEEDS + BOX KAYU COKLAT TEBAL 1,5 cm LX 047-04",Kota Surabaya,299500,4.7,791,281,5,mantaaappp bagus kereeennn??????????,Positive,Love,3,mantaaappp bagus kereeennn??????????,mantaaappp bagus kereeennn??????????
Sport,Golok Patimura Ukir Baja,Kab. Sukabumi,89000,4.8,814,523,1,beli 2 datangnya 1 barang gk sesuai foto ketajaman biasa yg jual goblok selamat makan uang haram,Negative,Anger,17,beli 2 datangnya 1 barang gk sesuai foto ketajaman biasa yg jual goblok selamat makan uang haram,beli 2 datangnya 1 barang gk sesuai foto ketajaman biasa yg jual goblok selamat makan uang haram
Household,Payung Kapsul Payung Mini lipat 3 Micro Capsule Umbrella anti UV - Biru,Kota Depok,54888,4.8,2102,789,5,"Barang sesuai deskripsi, baguss lucu , bisa dibawa kemana mana, mudah�an awet",Positive,Love,12,"barang sesuai deskripsi, baguss lucu , bisa dibawa kemana mana, mudah�an awet","barang sesuai deskripsi, baguss lucu , bisa dibawa kemana mana, mudah�an awet"
Men's Fashion,Emrys Simple Ring Deception Real Titanium Anti Karat Cincin Titanium P - 6,Bandung,85000,4.9,373,226,1,"beli barang tapi barang nya sendiri tidak pernah datang, sementara status selesai & pengembalian uang belum juga dilakukan sampai saat ini",Negative,Fear,21,"beli barang tapi barang nya sendiri tidak pernah datang, sementara status selesai & pengembalian uang belum juga dilakukan sampai saat ini","beli barang tapi barang sendiri tidak pernah datang, sementara status selesai & pengembalian uang belum juga dilakukan sampai saat"
Office & Stationery,Lakban Bening KSATRIA Tape 200 Yard,Jakarta Pusat,15988,5.0,14500,991,1,"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing",Negative,Sadness,16,"riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga di cek saat mau packing","riject bener2 kecewa, langganan bukan cuma beli sekali tapi barang ga cek saat mau packing"
Kids and Baby Fashion,Tas Sekolah Anak SD Laki 3 in 1 Cowok - Fendi series - Hitam,Kab. Bandung,50000,4.8,2416,650,3,"Produk sgt biasa..jauh bgt bedanya sm foto dgn realnya..pknya resleting biasa, bahan kasar.",Negative,Fear,13,"produk sgt biasa..jauh bgt bedanya sm foto dgn realnya..pknya resleting biasa, bahan kasar.","produk sgt biasa..jauh bgt bedanya sm foto dgn realnya..pknya resleting biasa, bahan kasar."
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",Kota Depok,14000,4.7,3085,746,2,"Respon Lama,proses Lama. Not Recomended!",Negative,Fear,5,"respon lama,proses lama. not recomended!","respon lama,proses lama. not recomended!"
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu",Jakarta Utara,399000,4.9,3008,1713,2,"Kardus rusak, packing jelek",Negative,Anger,4,"kardus rusak, packing jelek","kardus rusak, packing jelek"
Other Products,PIPET TETES 13cm,Jakarta Barat,1500,4.9,4654,1427,1,Pipetnya tidak dikirim. .,Negative,Fear,4,pipetnya tidak dikirim. .,pipetnya tidak dikirim. .
Food and Drink,Pia Medan Lau Pho Piang Merk Damai,Jakarta Utara,32000,4.9,871,356,2,"pia nya sudah sampai kak, tp pas di buka pada hancur smua. padahal sudah di bubble wrap",Negative,Sadness,17,"pia nya sudah sampai kak, tp pas di buka pada hancur smua. padahal sudah di bubble wrap","pia sudah sampai kak, tp pas buka hancur smua. padahal sudah bubble wrap"
Mother and Baby,"merries S , M , L , XL - L38",Kota Semarang,52500,5.0,7929,1986,1,kenapa pesananya ndk sesuai ukuran yg di pesan... klo stok kosong ya di ubah..,Negative,Anger,14,kenapa pesananya ndk sesuai ukuran yg di pesan... klo stok kosong ya di ubah..,kenapa pesananya ndk sesuai ukuran yg pesan... klo stok kosong ubah..
Carpentry,Semprotan Air,Kab. Sleman,12500,4.7,1522,379,1,Beda sekali kwalitas nya dgn penampilan foto.,Negative,Fear,7,beda sekali kwalitas nya dgn penampilan foto.,beda sekali kwalitas dgn penampilan foto.
Party Supplies and Craft,"PAPER TRAY TATAKAN MAKAN KERTAS / PIRING KERTAS UNTUK RESTORAN CAFE - Cokelat, 12x12 cm",Jakarta Barat,349,5.0,40300,126,5,produk sangat baik dan pengemasan rapi,Positive,Happy,6,produk sangat baik dan pengemasan rapi,produk sangat baik pengemasan rapi
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,Jakarta Barat,125000,4.8,13000,4601,5,Pengiriman cepat. Kabel sesuai plus dikasih bonus pelindung kabel. Top lah ??,Positive,Happy,12,pengiriman cepat. kabel sesuai plus dikasih bonus pelindung kabel. top lah ??,pengiriman cepat. kabel sesuai plus dikasih bonus pelindung kabel. top ??
Women's Fashion,Celana pendek wanita rayon polos adem variasi warna - WARNA 11,Jakarta Utara,45000,4.7,2569,622,3,Tidak sesuai dengan foto,Negative,Sadness,4,tidak sesuai dengan foto,tidak sesuai foto
Movies and Music,Selang Pianika Yamaha,Jakarta Barat,10000,4.8,2461,429,4,Barang berfungsi baik semoga awet,Positive,Happy,5,barang berfungsi baik semoga awet,barang berfungsi baik semoga awet
Food and Drink,Kripik Usus Ayam 1kg Super,Kota Surabaya,55000,4.9,7284,3838,1,"Rasanya gak spt biasanya. Pembelian yg ke 3 ini ASIN KEBANGETAN !!! Udah gitu packingannya cuma dibuble wrap, tdk diberi dos spt biasanya, sehingga kripiknya banyak yg hancur !!",Negative,Anger,29,"rasanya gak spt biasanya. pembelian yg ke 3 ini asin kebangetan !!! udah gitu packingannya cuma dibuble wrap, tdk diberi dos spt biasanya, sehingga kripiknya banyak yg hancur !!","rasanya gak spt biasanya. pembelian yg 3 asin kebangetan !!! gitu packingannya cuma dibuble wrap, tdk diberi dos spt biasanya, sehingga kripiknya banyak yg hancur !!"
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,Jakarta Barat,19500,5.0,19300,4676,5,barang sesuai pesanan paking standar bagus pengiriman cepat sampai TKS gan,Positive,Happy,11,barang sesuai pesanan paking standar bagus pengiriman cepat sampai tks gan,barang sesuai pesanan paking standar bagus pengiriman cepat sampai tks gan
Electronics,EMOJI ALARM CLOCK - Jam Weker Alarm Digital Lampu Tidur Unik Anak - Putih,Jakarta Barat,176000,4.9,199,80,5,"Barang sesuai deskripsi, recommended high quality product. Seller: packaging ok",Positive,Love,10,"barang sesuai deskripsi, recommended high quality product. seller: packaging ok","barang sesuai deskripsi, recommended high quality product. seller: packaging ok"
Other Products,[PAKET HEMAT] Tag Gun - Alat Tembak Pasang Label + REFILL 5000 Pcs (W) - 35mm,Jakarta Barat,39000,4.8,1859,709,1,"Barang gampang rusak,jarumnya lepas terlempar",Negative,Fear,5,"barang gampang rusak,jarumnya lepas terlempar","barang gampang rusak,jarumnya lepas terlempar"
Animal Care,Obat Kutu Hewan Anjing & Kucing Bahan Alami RACOON / Flea Remover,Jakarta Barat,79000,4.9,8508,4107,1,"Stelah pemakaian rutin, kutu anjing makin banyak. Spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.",Negative,Fear,22,"stelah pemakaian rutin, kutu anjing makin banyak. spot yang di spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini.","stelah pemakaian rutin, kutu anjing makin banyak. spot spray malah makin banyak, padahal awalnya kutunya sedikit doang, nyesal produk ini."
Food and Drink,Roasted Bean Premium Robusta Natural Tuang Coffee 1kg - Biji Kopi,Jakarta Selatan,110000,4.9,8041,4138,1,Order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� Gak tau ini kesalahan dr selese seler atau kurir.,Negative,Sadness,22,order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� gak tau ini kesalahan dr selese seler atau kurir.,order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� gak tau kesalahan dr selese seler kurir.
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,Kota Tangerang,12900,4.7,3930,395,5,"Bagus kotaknya, harga nya murah.. Pengiriman cepet...",Positive,Happy,7,"bagus kotaknya, harga nya murah.. pengiriman cepet...","bagus kotaknya, harga murah.. pengiriman cepet..."
Books,Buku The Intelligent Investor (Edisi Revisi) . Benjamin Graham HC,Kab. Tangerang,195000,4.9,1723,1005,3,"penyok, packingnya juga kurang aman",Negative,Anger,5,"penyok, packingnya juga kurang aman","penyok, packingnya juga aman"
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,Kota Tangerang Selatan,130000,4.9,4615,2253,1,packing kardusnyasperti udh di buka.. gk rapih..,Negative,Sadness,7,packing kardusnyasperti udh di buka.. gk rapih..,packing kardusnyasperti udh buka.. gk rapih..
Books,Your Name - Shinkai Makoto - Haru,Kota Tangerang Selatan,99900,4.9,211,155,2,"kecewa banget, barang lecet dan ada noda di sampul depan belakang, pengiriman lama banget pake kurir antaraja hih. buat adminnya kalo barang jelek gini jangan dikirim, jadi malas mo baca bukunya",Negative,Sadness,31,"kecewa banget, barang lecet dan ada noda di sampul depan belakang, pengiriman lama banget pake kurir antaraja hih. buat adminnya kalo barang jelek gini jangan dikirim, jadi malas mo baca bukunya","kecewa banget, barang lecet noda sampul depan belakang, pengiriman lama banget pake kurir antaraja hih. buat adminnya kalo barang jelek gini jangan dikirim, malas mo baca bukunya"
Other Products,Liquid A La Carte Cream Poundcake 100ML Liquid Ala Carte Alacar - 3MG,Kab. Tangerang,155000,4.9,435,1285,5,LANGGANAN ??????????,Positive,Love,2,langganan ??????????,langganan ??????????
Office & Stationery,"Notebook #Binding/ Custom/ Planner Dotted/ Grid/ Journal/ Agenda - garis, Hitam",Kota Tangerang Selatan,80750,4.9,3293,184,1,"Salah kirim produk, admin lama banget balesnya. Proses retur gak jelas",Negative,Fear,11,"salah kirim produk, admin lama banget balesnya. proses retur gak jelas","salah kirim produk, admin lama banget balesnya. proses retur gak jelas"
Gaming,"Ps2 fat Hdd external murah Playstation Ps 2 fat Sony - Hardisk 20GB, TANPA MEMORY",Jakarta Barat,550000,4.6,2112,1146,1,"saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok + PS baru di coba banyak game yg tidak mau serta dalam waktu 5 mnt PS langsung mati sendiri saat saya coba cek masalahnya ternyata kipas PS tidak menyala, saat saya tanya ke penjual ternyata PS hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir PP saya tanggung sendiri, sangat miris saya sangat percaya dengan toko meskipun ada ulasan yg buruk tpi saya tetap percaya dan tenyata barang yg datang sangat tdk memuaskan",Negative,Fear,108,"saat di unboxing barang terlihat bagus tpi pas baru di cek dengan seksama sticknya hancur dan bautnya hilang padahal packingan menggunakan kayu dan tidak ada penyok + ps baru di coba banyak game yg tidak mau serta dalam waktu 5 mnt ps langsung mati sendiri saat saya coba cek masalahnya ternyata kipas ps tidak menyala, saat saya tanya ke penjual ternyata ps hanya di cek sekedarnya saja dan setelah saya komplain saya disuruh mengembalikan ksana untuk di cek dan ongkir pp saya tanggung sendiri, sangat miris saya sangat percaya dengan toko meskipun ada ulasan yg buruk tpi saya tetap percaya dan tenyata barang yg datang sangat tdk memuaskan","saat unboxing barang terlihat bagus tpi pas baru cek seksama sticknya hancur bautnya hilang padahal packingan menggunakan kayu tidak penyok + ps baru coba banyak game yg tidak mau serta dalam waktu 5 mnt ps langsung mati sendiri saat saya coba cek masalahnya ternyata kipas ps tidak menyala, saat saya tanya penjual ternyata ps hanya cek sekedarnya saja setelah saya komplain saya disuruh mengembalikan ksana cek ongkir pp saya tanggung sendiri, sangat miris saya sangat percaya toko meskipun ulasan yg buruk tpi saya tetap percaya tenyata barang yg datang sangat tdk memuaskan"
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,Jakarta Selatan,85000,4.9,7834,4099,1,"ANJING TERNYATA PALSU INI BARANG BANGSAT2 AWAS KETIPU OI, YANG ASLI ADA SEGEL DISTRIBUTOR NYA",Negative,Anger,15,"anjing ternyata palsu ini barang bangsat2 awas ketipu oi, yang asli ada segel distributor nya","anjing ternyata palsu barang bangsat2 awas ketipu oi, asli segel distributor"
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos",Kota Depok,14000,4.7,3085,746,3,"barang tidak sesuai dengan di foto, leggingnya jg ada yg sobek",Negative,Fear,11,"barang tidak sesuai dengan di foto, leggingnya jg ada yg sobek","barang tidak sesuai foto, leggingnya jg yg sobek"
Food and Drink,FUKUMI BERAS PORANG BOX SACHET,Kota Surabaya,63000,5.0,4459,1006,5,"Baru kali ini masak nasi porang tanpa berasa karet, praktis pula cuma diseduh air panas. MANTAABBB",Positive,Love,16,"baru kali ini masak nasi porang tanpa berasa karet, praktis pula cuma diseduh air panas. mantaabbb","baru kali masak nasi porang tanpa berasa karet, praktis pula cuma diseduh air panas. mantaabbb"
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,Jakarta Barat,8000,4.8,2041,1136,4,Ada 1 shade yg salah kirim,Negative,Sadness,6,ada 1 shade yg salah kirim,1 shade yg salah kirim
Computers and Laptops,HTB-3100 25km single fiber mode transceiver Optical Media Converter,Jakarta Utara,150000,4.9,5384,634,1,barang error 1,Negative,Sadness,3,barang error 1,barang error 1
Office & Stationery,Tipex Correction Tape CF-235 Joyko,Jakarta Utara,1550,4.8,5395,366,1,"beli banyak macam barang, tapi produk ini tidak dikirimkan",Negative,Fear,9,"beli banyak macam barang, tapi produk ini tidak dikirimkan","beli banyak macam barang, tapi produk tidak dikirimkan"
Office & Stationery,Deli Notebook A5 72 Lembar dengan pinggiran plastik T3272 - alpaca,Kab. Tangerang,12900,4.9,4084,1018,1,barang tidak sesuai dengan jumlah pesanan,Negative,Fear,6,barang tidak sesuai dengan jumlah pesanan,barang tidak sesuai jumlah pesanan
Household,Triple W Smart LED Digital Alarm Clock Jam Meja Weker Lampu Tidur - Hitam,Jakarta Barat,219000,4.8,615,390,5,"wekernya bagus, gampang settingnya ( baca petunjuk jangan males ) RGB lightingnya juga masuk di body warna hitamnya, barangnya irit space, dan yang paling penting angka di LED nya gampang kebaca ( waktu terang )",Positive,Happy,35,"wekernya bagus, gampang settingnya ( baca petunjuk jangan males ) rgb lightingnya juga masuk di body warna hitamnya, barangnya irit space, dan yang paling penting angka di led nya gampang kebaca ( waktu terang )","wekernya bagus, gampang settingnya ( baca petunjuk jangan males ) rgb lightingnya juga masuk body warna hitamnya, barangnya irit space, paling penting angka led gampang kebaca ( waktu terang )"
Kitchen,Maxim Tools Egg Separator/Pemisah Kuning Putih Telur,Kab. Bekasi,30500,4.9,1451,675,1,"Barang yang dikirimkan tidak sesuai dengan orderan saya, ditanya pihak maxim tidak ada balasan sama sekali hanya dibaca saja. Dari pihak Tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke Maxim. Lalu barang saya yang kurang bagaimana? Tokopedia bilang dichat saja. Pintar sekali jawabannya. Sudah saya komplain kalo penjual tidak merespon. Bobrok sekali sistemnya.",Negative,Fear,56,"barang yang dikirimkan tidak sesuai dengan orderan saya, ditanya pihak maxim tidak ada balasan sama sekali hanya dibaca saja. dari pihak tokopedia pun sudah dikomplain malah transaksinya selesai dan dananya diteruska ke maxim. lalu barang saya yang kurang bagaimana? tokopedia bilang dichat saja. pintar sekali jawabannya. sudah saya komplain kalo penjual tidak merespon. bobrok sekali sistemnya.","barang dikirimkan tidak sesuai orderan saya, ditanya pihak maxim tidak balasan sama sekali hanya dibaca saja. pihak tokopedia pun sudah dikomplain malah transaksinya selesai dananya diteruska maxim. lalu barang saya bagaimana? tokopedia bilang dichat saja. pintar sekali jawabannya. sudah saya komplain kalo penjual tidak merespon. bobrok sekali sistemnya."
Other Products,PACKING DUS + BUBBLE - TAMBAHAN DUS + BUBBLE,Kota Bogor,2000,4.8,45300,5117,1,jelek sekali packingnya...hand body saya pada tumpah...,Negative,Anger,7,jelek sekali packingnya...hand body saya pada tumpah...,jelek sekali packingnya...hand body saya tumpah...
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll",Jakarta Selatan,5500,4.3,7282,1275,2,pengiriman cepat...tp kurang teliti saat dikirim...Macro Lensnya tidak ada..saya cuma dapet fish eye sama wide angle... :( padahal macro lens yg saya mau..Mohon dicek dulu seblm dikirim..agak kecewa..,Negative,Sadness,28,pengiriman cepat...tp kurang teliti saat dikirim...macro lensnya tidak ada..saya cuma dapet fish eye sama wide angle... :( padahal macro lens yg saya mau..mohon dicek dulu seblm dikirim..agak kecewa..,pengiriman cepat...tp teliti saat dikirim...macro lensnya tidak ada..saya cuma dapet fish eye sama wide angle... :( padahal macro lens yg saya mau..mohon dicek dulu seblm dikirim..agak kecewa..
