Category,Product Name,text_norm,Sentiment,Emotion,Customer Rating
Mother and Baby,"MOOIMOM Casual Hipseat Carrier Gendongan Bayi - 3 - 36 Bulan, Abu-abu","seller tidak responsive, pesan dan pengajuan pembatalan selisih 2 menit, malah ditolak pengajuannya. padahal udah chat pengen ganti tipe barang sama alamat pengiriman tapi gak diwaro. payah",Negative,Anger,1
Carpentry,"Sepatu Safety Kings Kulit asli 100% - 102, 37","sepatu hancurrrr,..........................",Negative,Anger,1
Household,Payung Kapsul Payung Mini lipat 3 Micro Capsule Umbrella anti UV - Biru,tidak ada outer box & fastener. padahal sudah di note untuk dipastikan ke-5 komponen lengkap. barang sudah banyak goresan & segel kertas sobek. padahal rencana mau pesen banyak buat souvenir.,Negative,Sadness,2
Carpentry,"Sepatu Safety Kings Kulit asli 100% - 102, 37",bahan tidak kulit. tidak sesuai iklan.,Negative,Anger,1
Party Supplies and Craft,Gantungan kait lengket transparan mudah dipasang kamar mandi dapur,jelekkkk,Negative,Anger,2
Mother and Baby,Transpulmin Baby Balsam - 20gr,"thankyou, sesuai pesanan, pengemasan jg cepat...",Positive,Happy,5
Automotive,Orios LED H6/M5 DC 6000K Lampu Motor,"kualitas bagus.. packing safety bingitz.. cm syg pengiriman lama, klo boleh saran pake si cepat lbh bagus.",Positive,Happy,5
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 4",ukuran sesuai. nyaman dipakai si kecil. bahannya tebal. jahitannya rapi. modelnya kekinian. packaging-nya rapi. proses pesanan cepat. packaging aman ??.,Positive,Happy,5
Automotive,"carburator cleaner atau pembersih karbu dan injeksi,RONEVE isi 500ml",mantap??????????,Positive,Love,5
Body Care,Beli 2 Gratis 1 - Original Source Body Wash Mint Tea Tree,selalu suka sama body wash ini ??,Positive,Love,5
Sport,Grip Tenis Babolat My Overgrip My Grip Fun Tacky Tennis Original Murah - Hitam,barang sangat jelek .. tipis.. kaku .. tidak elastis .. tidak sesuai dengan harganya .. saya sangat kecewa berat .. jangan sampai beli ini disini lagi ..,Negative,Sadness,1
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,"belum tahu dimana keberadaannya, setelah dibuka bungkusannya ternyata tidak dikirim bersamaan dengan paket diskon yg lain. saya sebaga pembeli juga salah karena langsung menyelesaikan transaksi begitu dapat kabar ada paket dari satpam tanpa memeriksanya. mengecewakan sekali pelayanan deli meskipun diskon.",Negative,Sadness,1
Household,GoldRET Tali Sepeda Pengikat Barang Luggage Motor Elastis 70cm - BA85,barang tidak sesuai gambar....bukan original. kaitan plastik semua...di gambar kaitan stenless/besi,Negative,Fear,2
Phones and Tablets,Kabel Data Iphone Original Ori Cable Data Ip 6 6plus 7 7plus 8 8plus,palsu tapi bisa dipakai dan harga terjangkau ????,Positive,Happy,4
Books,Buku Bisnis Terbaik dijual Online - Business is FUN! by Coach Yohanes,"sesuai, ada kendala awalnya, tapi terselesaikan dengan cepat dan tanpa repot",Positive,Happy,4
Household,(Tabung B buka depan)Penutup mesin cuci-Cover mesin cuci bahan PEVA - Black Flower,lebih kecil.. ndak muat di mesin cuci elextrolux overal bhanya bagus anti air,Negative,Fear,3
Animal Care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,bangke sampe rumah mati semua. jangan beli disini.,Negative,Anger,1
Camera,Tripod Takara ECO-193a for Camera DSLR Mirrorless + Bag + Holder U ATT,"brangnya ringkih baru dateng uda pecah 3 part padahal kemasan uda oke, next time di cek dlu sebelum kirim",Negative,Sadness,3
Kids and Baby Fashion,"Singlet Bayi Kaos Dalam Anak / Baju Singlet Kaos Dalam Anak Bayi Motif - Boy (Random), 0-1 Tahun",penjual ramah n fast respon...,Positive,Happy,4
Kids and Baby Fashion,"Legging Stripe Anak Perempuan 7 - 13 Th / Leging Strip / Lejing Polos - Hitam, polos","respon lama,proses lama. not recomended!",Negative,Fear,2
Health,Masker Evo PlusMed 4d Medis - Putih,masker terfavorit ga bikin uap dikacamata dan sangat nyaman dipakai. harga oke banget sekarang. mantap,Positive,Love,5
Women's Fashion,Daster Wanita Kekinian Adem - Warna Random,tidak sesuai,Negative,Fear,2
Carpentry,Filter Air REMAX / Saringan Air / Filter Keran Air,sangat mudah pemasangannya,Positive,Happy,4
Kids and Baby Fashion,"OVIKIDS - Jeans Anak Skinny 123/468/81012 Unisex (2-6/7Th) - Biru, 2","bahan dan model bagus, hanya saja size terlalu kecil udah up 1 size masih ngepas .modelnya kekinian.",Positive,Happy,5
Computers and Laptops,Mouse Gaming HP M150 - 1600DPI USB Wired Macro Programmable - Hitam,barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.olshop emang keras,Negative,Anger,1
Electronics,Lampu LED STRIP SELANG 3528 2835 10M 220V 10 Meter 5050 Outdoor RGB,packing jelek ..brg dtng kotaknya penyot2..pesan 8 bh rusak 2 bh,Negative,Anger,1
Computers and Laptops,Windows 10 Pro Original Lisensi - INVOICE,"barangnya mantap, berkualitas, kokoh, bergaransi, seller ramah, pokoknya mantap banget",Positive,Love,5
Animal Care,Promo: BOLT makanan kucing kering rasa Tuna REPACK,udah kesobek makanan kucing nya alot,Negative,Fear,1
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,"sebenernya barangnya ok. tapi pengirimannya lama banget, pesan tgl 9 masa sampainya tgl 17 ????????",Negative,Sadness,5
Office & Stationery,Whiteboard gantung 90 x 120 cm,barangnya bagus sesuai deskripsi ????????????,Positive,Happy,5
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,"ga tau dmn kendalanya, tp barangnya sampe ke rumah lama bgt. molor 2hr dr estimasi sampai.",Negative,Anger,3
Camera,Waterproof Case Tishu-Casing Hp Anti Air - Indoshare Hitam,"udah sering beli banyak bahkan. tapi untuk yg sekarang sangat kecewa sekali karena ada satu yg gagal,depan belakang sama.sayangnya ketika ditanya malah disuruh nunggu. tapi tidak ada jawaban sampai sekarang. tau gitu di komplain",Negative,Anger,1
Phones and Tablets,"TRIPOD 2,1 METER Stand Kamera HP Selfie Make Up Vlog Live","salah satu kakinya ada yg bengkok, jadi gabisa dipake, udah minta refund tetep gabisa yasudahlah",Negative,Fear,2
Office & Stationery,"Stempel Warna Flash I Otomatis Design Custom - kecil, 1 warna","seller komunikatif, pengerjaan cepat. udh repeat order",Positive,Love,5
Camera,"green screen bahan kain spunbond - Orange, 75 gram","mantap hijau terang, cuman sayang agak kelipet kotak kotak jadinya... gatau cara ngelurusinnya gimana, disetrika kayaknya lengket",Positive,Happy,5
Computers and Laptops,Mini Keyboard Wireless i8 2.4G Handheld Keyboard For PC Android TV Box,sama sekali gk bisa dpake asli nyesel,Negative,Fear,1
Movies and Music,Busa Profil Peredam Suara Telur Murah,barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,Negative,Fear,1
Women's Fashion,"CELANA KERJA WANITA FORMAL CELANA KANTOR PINGGANG KARET JUMBO - Hitam, M",bahannya jelek ....pokoknya kecewaaaa aja,Negative,Anger,1
Office & Stationery,Deli Business Notebook Leather Cover 25K Buku Catatan Bahan Kulit 7911 - 25K 120 LEMBAR,proses pengiriman sangat mengecewakan,Negative,Sadness,1
Party Supplies and Craft,Custom Kartu FLAZZ BCA 2 sisi Bisa Cetak Foto / Gambar Bebas,"mantap paket sudah sampai,makasih ya gan.sukses selalu gan ??????????",Positive,Love,5
Muslim Fashion,Mukena Dewasa Katun Bordir Siti Khadijah Cantik - Warna BEBAS Aja,"baru terima paket siang ini. beli mukena disini, di iklan gak bilang klo tanpa tas. saat komplain kenapa mukena kusut. malah respon klo sdh dicuci dan disetrika apa masih kusut?? becanda nya bikin kesel nih penjual nya",Negative,Sadness,1
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,bohong gak dapat hadiah kapok beli d sini ??????????????,Negative,Anger,1
Movies and Music,"Stand Mic Meja klip / Boom Arm Microphone suspension Podcast,Gaming","barang sdh diterima dlm kondisi baik.., packing bagus rapi, pengiriman cepat..., mksh",Positive,Happy,4
Computers and Laptops,"cooling pad laptop tahan 24 jam 6.000 Rpm angin TOPAN - Gambar no 1, Bening",mantap proses pengerjaan dan pengiriman juga barang sesuai dengan deskripsi,Positive,Happy,5
Body Care,Kahf Revered Oud Eau de Toilette 35 ml,"beli 2 buah, tapi hanya dikirim 1 dan dengan enaknya ngomong pengembalian dana. be careful, jangan2 memang tokonya sengaja ??",Negative,Anger,1
Precious Metal,5 gr RM 2021,kulit jadi cerah. cepat meresap. cocok di kulit kombinasi. cocok di kulit berminyak. kemasannya lucu ??. penjualnya ramah banget. cocok di kulit normal. proses pesanan cepat. cocok di kulit kering. respon penjualnya top. cocok di kulit berminyak. packaging rapi. packaging aman ??.,Positive,Love,5
Gaming,STICK PS USB LAPTOP GAMEPAD PC SINGLE HITAM R-ONE JOYSTICK - M-TECH,produk masih di pakek sehari lo bayangin udah rusak analog nya wkwk asem tenan wkwk,Negative,Anger,3
Party Supplies and Craft,box clover segi 4 / kotak kado hadiah gift makanan cd bingkisan,"seller tidak jujur. saya beli 2 macam barang, salah satu stok kosong tp tidak diinfokan. tapi lgsg kirim yg satunya. pdhl sudah nunggu2. pikir penyelesaian gampang ya, buyer bisa tinggal minta refund. tapi saya rugi waktu dan ongkir.",Negative,Fear,1
Animal Care,Cakaran kucing Garukan kucing cat scatcher,rusak 3 pcs gak bisa pakai karena packing asal,Negative,Anger,1
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,pengiriman cepat. pesanan sesuai. gak ada cacat. packing aman ????,Positive,Happy,5
Mother and Baby,"Mamaway Korset Pelangsing Pasca Melahirkan Nano Bamboo - Abu-abu,M","klaim produknya tdk mengkerut, trnyata baru bbrp hari dipake. korsetnya mengkerut bikin ga nyaman. sadd",Negative,Sadness,2
Toys and Hobbies,SK-M6 Mainan Tenda Anak Terowongan 4 in 1 + Kolam + Ring Basket Mainan - TENDA 4IN1 MERA,"jualan kok ngotottt, nggak laku toko nya bang?",Negative,Anger,1
Mother and Baby,Pediasure Vanila 1800g (1-10 tahun) Susu Formula Pertumbuhan - 2 Pack,packing rapih dan aman sampai tujuan. hadiah pun dapat,Positive,Happy,5
Animal Care,Makanan kucing merk bolt kemasan repack 1kg - Donat 800gr,"isinya cuma 800 gr, diskripsinya 1 kg.. udah terlanjur beli 10 bungkus.. tolong dong jangan suka nipu alus model gini.. kagak berkah tau!! parah nih sellernya, ngasih duit haram ke keluarganya..",Negative,Anger,1
Electronics,NO TOUCH BUTTON ACCESS DOOR LIFT TOUCHLESS INFRARED SENSOR 12V-24V - POLOS,pengiriman lambat dan toko gak ramah dalam komunikasi,Negative,Fear,2
Toys and Hobbies,MAINAN MONTESSORI MONTESORI BUSY JAR BUSYJAR EDUKASI ANAK BAYI BALITA,untuk jar bahannya bagus. bahan2 yg lain lumayan. namun untuk tutup jar pita tlg diperhatikan lubangnya terlalu besar. gampang ditarik smp lepas. tp terbalik dgn tutupnya stick yg kekecilan lobangnya. stick plastik g bisa masuk. akhirnya hrs diganti tutup stick jd tutup pita. tp y pe er ngerjainnya krn udh keiket kecil2 gt kan. maaf agak panjang reviewnya. untuk yang lain bagus.,Negative,Fear,3
Computers and Laptops,[BARU] RAM / MEMORY SAMSUNG PC DDR3 8GB,"asli samsung, pelayanan sangat baik",Positive,Love,5
Kids and Baby Fashion,"Celana pendek anak laki laki motif polo oshkosh umur 1 - 12 tahun - S, Random","sesuai randomnya, bahan sesuai expektasi. terima kasih",Positive,Love,4
Gaming,Nintendo Switch Super Smash Bros Ultimate ( Reg USA / English ),"barang sesuai deskripsi dan tersegel original, pengiriman tepat waktu sesuai janji layanan, mantap terima kasih banyak",Positive,Happy,5
Kids and Baby Fashion,Celana Pendek Anak Laki Harian hawai 7-10 tahun Murah - RANDOM,"kain adem, jahitan bagus, ukuran pas, positive??",Positive,Happy,5
Household,Ultrasonic Aroma Diffuser Humidifier Colorful LED 300ml+remote,"satu dr 2 humidifier diffuser yg sy beli, saat saya mulai pasang hari ini di kantor, setelah bbrp saat mengeluarkan bunyi yg luarbiasa brisik. waduh sy shock dan kecewa bngt, while 1 produk lainnya (type sama) works well. butuh kebesaran hati penjual utk menukar item yg tdk sesuai spec ini.",Negative,Sadness,1
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,"cuakeeeep... maaf gapake poto.. barangnya oke, bahannya baguuusss??",Positive,Love,5
Other Products,BUBLE EXTRA,ini kok ga ada di stand hanger pesanan saya? buat apa saya tambahin biaya,Negative,Anger,1
Household,Ultrasonic Aroma Diffuser Humidifier Colorful LED 300ml+remote,"beli ini krn anak & istri mau liburan di jakarta, cari2 ketemu toko ini dengan harga yg masih ramah kantong, untuk pelayanan toko bagus & cepet, packaging nya juga rapih & aman banget, recomended seller. untuk difusser nya berfungsi dengan baik, untuk kualitas diffuser nya sendiri termasuk kokoh ya dengan harga segini, puas benget sih pas udah nyobain. semoga bisa tahan lama difusser nya",Positive,Love,5
Automotive,MPX2 OIL OLI MPX2 MATIC FOR HONDA,kecewa bawa tidak sesuai pesanan pesan 10 yg datang cuma 8 botol,Negative,Sadness,1
Computers and Laptops,SanDisk Ultra MicroSD 32GB A1 microSDHC UHS-I micro sd - No Adapter,"setelah dicek tidak utuh 32gb. kok bisa ya???!!.. kemana sisa 3gb nya mas/mba???krn lagi butuh, yaudahlah cukup tau beli disini. pertama dan terakhir beli disini.",Negative,Anger,1
Books,THE BOOK OF IKIGAI,"isi buku sangat berkualitas. buku diterima baik walaupun packaging hanya dibungkus bubble wrap. beruntung tidak basah kehujanan, packaging perlu ditingkatkan keamanannya.",Positive,Happy,4
Computers and Laptops,Thermal Grizzly Kryonaut Thermal Paste 1 Gram cooler ORIGINAL - KEMASAN BARU,mantap laptop jd adem ga cpt panas ????,Positive,Love,5
Office & Stationery,Deli mini cutter portabel durable cute size E2050 - Biru,pesan barang tapi pas promo 11.11 tapi tidak dikirim malah disuruh refund duit yg dikirim cuma barang hak sale! gajelas sale nya! nipu bgt itu sale padahal official store,Negative,Anger,1
Camera,2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,"kurang bagus buat kamera mirrorless, masih goyang goyang",Negative,Sadness,2
Food and Drink,Keripik Pisang Coklat Aneka Yen-Yen Lampung Kemasan 225g - Coklat,sy terima package makanannya sudah rusak dan terbuka .. apa bekas ini ? sangat kecewa,Negative,Sadness,1
Women's Fashion,Rok Plisket - Rok Wanita Bahan Premium - CREAM,"bagus, sesuai gambar..mantapp",Positive,Happy,5
Animal Care,Daily Disinfektan 5L cairan disinfektan siap pakai - Reguler,"wih mantap betul sellernya, aku pesen siang menjelang sore langsung sat set sat set tiba2 malemnya udah sampe ???? makasih seller !!",Positive,Love,5
Movies and Music,SOUNDTECH 2.1 USB Condenser Microphone Cardioid and Omnidirect for PC,"barang yang dipesan sesuai, datang dengan selamat",Positive,Happy,5
Phones and Tablets,USAMS PB56 Power Bank Lanyard 10000mAh DUAL USB 2.1A - Hitam,alatnya sering mati sendiri kak,Negative,Fear,2
Animal Care,Keong Assassin Snail Pembasmi Keong Hama Aquascape,bangke sampe rumah mati semua. jangan beli disini.,Negative,Fear,1
Other Products,"Hang Tag Label / Hang Tag Baju / Pakaian / Kartu Ucapan - Art Carton 210, Custom Size",ancur dah pelayanannya. gausah kesini dah kalo gak mau kapok,Negative,Anger,1
Movies and Music,Suling YAMAHA YRS-23 Original / Seruling Yamaha,"bagus produknya, fast delivery. thank you seller ^^",Positive,Happy,5
Food and Drink,Kripik Usus Ayam 1kg Super,"kripsusnya juara,udah 4 kali order,selalu tandas di mulutnya anak2..pokoke top markotop",Positive,Love,5
Computers and Laptops,Mouse Gaming/ Gaming Mouse Terlaris HP M160 - USB 1000DPI RGB 3 Button - Putih,"belanja dari official store, kondisi barang diterima seperti sampah dan barang rongsokan. terima kasih.",Negative,Anger,1
Carpentry,"Sepatu Safety Kings Kulit asli 100% - 102, 37",buruk sepatu bukan kulit kelebihan ongkir tidak kembali,Negative,Anger,1
Office & Stationery,Kertas HVS A4 | 75 Grm | PaperOne,"tokonya songgong brg rusak minta dibebanin ke konsumen, ngak usah jd penjual kalo bubble dibebankan ke. pembeli",Negative,Anger,1
Carpentry,4in1 Mineral Ion Shower Head|| Water Filter Ionizer for Healthy Life,"barang sesuai deskripsi. produk original. mudah dipasang. barang oke kiriman cepat original no ongkir dari tokopedia, barang sesuai pesanan seller mantap.. paking paling amaan senteso enak belanja ditokopedia dapaat bebas ongkir... bebas ongkir extra",Positive,Love,5
Precious Metal,5 gr RM 2021,"makasih banyak gan, sukses selaluu pelayanan mantapp barang asli. sukses selalu untuk seller dan semoga bisa terus kasih harga dan pelayanan yg mantapp",Positive,Love,5
Precious Metal,5 gr RM 2021,desainnya mewah. warnanya cantik ??. ukuran sesuai. nyaman dipakai ?. produk sesuai dengan foto. produk original. packaging aman.,Positive,Love,5
Carpentry,Semprotan Air,beda sekali kwalitas nya dgn penampilan foto.,Negative,Fear,1
Toys and Hobbies,Homade playdough mainan anak 50gr / play dough / playdoh / play doh - Hitam,"pengiriman lama banget, dough nya juga jelek banget ga lentur, ga seperti biasanya",Negative,Anger,1
Movies and Music,Pianika YAMAHA P32D Original,"barang 1 minggu baru nyampe,,, itu pun saya harus 2x ke jne pedati urusin baru barang sampai..... evaluasi bos! biar nggk gini lagi. cape, ribet urusinnya,,,,nggk dpt apa2",Negative,Fear,1
Movies and Music,Szs drum pad economist,kondisi drum pad nggak rapih masih banyak lem belepotan,Negative,Fear,2
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,sudah macet harus di ketok2 dulu baru nyala mesin,Negative,Sadness,2
Office & Stationery,SPIDOL ARTLINE PERMANENT TWIN MARKER EK-041T - Biru,top seller.. responsif dan btgg jwb,Positive,Happy,5
Kitchen,Tefal Cook & Clean Frypan 26cm Wajan Anti Lengket,"rekomended seller, barang sesuai deskripsi tingga; dicoba saja, niceee",Positive,Love,4
Body Care,Dove Body Wash Deeply Nourishing Refill 850 Ml,"kualitas barang dibanding harga nya hanya so so lahh....pelayanan minus -100 sbgmn layaknya kesombongan seorang raja, apalagi pengiriman barang, seenak jidat macam tidak ada lagi produsen consumer goods lain di tata surya ini!!! no wonder nilai / valuasi perusahaan anda sudah turun lebih dari 50% dalam 1 tahun terakhir ini. semoga makin jeblok dan gulung tikar kmdn pulang kampung. semoga!!!",Negative,Anger,1
Household,POT BUNGA MOTIF TAWON PUTIH - 10,pesen yg besar sama yg kecil warna putih. yg kecil warnanya kusem cenderung warna kuning kaya plastik murah. beda ga kaya saya pertamakali pesen di sini. terus tipis banget.,Negative,Sadness,1
Sport,XM-L T6 Senter Kepala 3 Lampu LED New Brand Headlamp XML,"selalu bagus produknya, pembelian ke 2 mantapp min, smoga laris",Positive,Love,5
